name 	 betax 	 betay 	 length
BS_50A	8.62521e+01	9.13856e+01	2.19920348e+04
BS_50L	1.63556e+02	1.70831e+02	1.67234600e+02
BS_53V	6.72547e+02	6.72547e+02	3.15260000e+01
BS_53H	6.72573e+02	6.72573e+02	3.15260000e+01
BS_63V	6.82729e+02	6.85745e+02	2.84219500e+02
BS_63H	1.43595e+03	1.43594e+03	9.49760000e+01
BS_69	4.33262e+02	4.58271e+02	1.30644500e+02
BS_74	5.98067e+02	5.98067e+02	6.46100000e+01
MBW	1.38223e+02	1.35564e+02	7.06000000e+01
MQW_V	1.92239e+02	2.10153e+02	7.45920000e+01
MQW_H	1.92239e+02	2.10153e+02	7.45920000e+01
Warm_Pipe	3.38653e+02	3.51345e+02	3.59225980e+03
taperBS53_BS63	1.72564e+03	1.72564e+03	1.20000000e-01
taperBS63_BS74	2.87688e+03	2.87689e+03	3.08000000e-01
taperBS74_warm	2.80301e+03	2.80301e+03	1.40000000e-01
BPM61CW	8.39028e+02	8.39028e+02	1.20000000e+00
BPM61strip	2.05362e+03	2.00327e+03	1.00000000e+00
BPM80strip	2.48244e+03	2.47734e+03	1.00000000e+00
RF	1.64166e+02	2.68082e+02	8.76000000e+00
CMS	4.03877e+02	4.03877e+02	1.86000000e+01
ALICE	3.95663e+01	3.95663e+01	8.60000000e+00
LHCb	3.95664e+01	3.95663e+01	8.60000000e+00
