name 	 betax 	 betay 	 length
BS_50A	1.46288e+02	1.48351e+02	2.19920348e+04
BS_50L	5.23681e+02	5.02353e+02	1.67234600e+02
BS_53V	3.57836e+03	3.57836e+03	3.15860000e+01
BS_53H	3.50074e+03	3.50074e+03	3.15860000e+01
BS_63V	3.65118e+03	3.65811e+03	2.84219500e+02
BS_63H	8.85942e+03	8.85942e+03	9.49760000e+01
BS_69	1.90120e+03	1.91117e+03	1.30644500e+02
BS_74	3.77985e+03	3.77984e+03	6.46100000e+01
MBW	1.38630e+02	1.35212e+02	7.06000000e+01
MQW_V	1.92196e+02	2.10125e+02	7.45920000e+01
MQW_H	1.92196e+02	2.10125e+02	7.45920000e+01
Warm_Pipe	1.70361e+03	1.70633e+03	3.59270780e+03
