name 	 betax 	 betay 	 length
BS_50A	8.64625e+01	9.12011e+01	2.19920348e+04
BS_50L	1.84068e+02	2.09185e+02	1.67234600e+02
BS_53V	6.97559e+02	6.97559e+02	3.15860000e+01
BS_53H	6.97595e+02	6.97595e+02	3.15860000e+01
BS_63V	7.10435e+02	7.13718e+02	2.84219500e+02
BS_63H	1.49272e+03	1.49272e+03	9.49760000e+01
BS_69	4.47634e+02	4.72642e+02	1.30644500e+02
BS_74	8.36995e+02	8.36994e+02	6.46100000e+01
MBW	1.38964e+02	1.36304e+02	7.06000000e+01
MQW_V	1.92239e+02	2.10153e+02	7.45920000e+01
MQW_H	1.92239e+02	2.10153e+02	7.45920000e+01
Warm_Pipe	3.38357e+02	3.53656e+02	3.59270780e+03
