name 	 betax 	 betay 	 length
BS_53H	1.26544e+03	1.26544e+03	1.57630000e+01
BS_53V	1.26544e+03	1.26544e+03	1.57630000e+01
BS_63H	2.71564e+03	2.71565e+03	4.74880000e+01
BS_63V	2.71564e+03	2.71565e+03	4.74880000e+01
BS_74	2.83956e+03	2.83956e+03	1.07860000e+01
Warm_Pipe	2.46061e+03	2.46061e+03	1.09000000e+02
taperBS53_BS63	1.72564e+03	1.72564e+03	1.20000000e-01
taperBS63_BS74	2.87688e+03	2.87688e+03	3.08000000e-01
taperBS74_warm	2.80301e+03	2.80301e+03	1.40000000e-01
BPM61CW	8.39027e+02	8.39028e+02	1.20000000e+00
BPM61strip	2.00327e+03	2.05362e+03	1.00000000e+00
BPM80strip	2.47734e+03	2.48243e+03	1.00000000e+00
