EE-1 750.9 0.362 450.3 0.153 62980 10128
EE-2 786.5 0.306 458.5 0.124 62660 10076
EE-3 816.3 0.266 465.1 0.104 62402 10035
EE-4 843.1 0.236 471.0 0.089 62178 9999
EE-5 868.0 0.212 476.5 0.078 61988 9968
EE-6 891.5 0.190 481.5 0.068 61807 9939
EE-7 914.0 0.172 486.3 0.060 61656 9915
EE-8 935.6 0.155 490.8 0.053 61501 9890
EE-9 956.6 0.139 495.3 0.046 61380 9870
EE-10 977.0 0.128 499.4 0.042 61243 9848
EE-11 996.8 0.118 503.5 0.038 61127 9830
EE-12 1016.2 0.115 507.5 0.036 61027 9814
EE-13 1035.2 0.114 511.2 0.035 60899 9793
EE-14 1053.8 0.121 514.8 0.036 60783 9774
EE-15 1072.1 0.135 518.5 0.040 60696 9760
EE-16 1090.0 0.154 521.8 0.045 60578 9741
EE-17 1107.8 0.181 524.9 0.052 60446 9720
EE-18 1125.2 0.212 528.2 0.060 60352 9705
EE-19 1137.7 3.136 440.7 0.877 50079 8053
EE-20 1142.5 0.241 531.3 0.067 60244 9688
EE-21 1159.6 0.273 534.5 0.075 60160 9674
EE-22 1171.3 2.605 447.3 0.708 50091 8055
EE-23 1176.6 0.302 537.3 0.082 60039 9655
EE-24 1193.5 0.321 540.5 0.085 59971 9644
EE-25 1199.2 2.320 452.1 0.616 50043 8047
EE-26 1210.2 0.331 543.6 0.087 59893 9631
EE-27 1224.1 2.122 456.2 0.552 49979 8037
EE-28 1226.9 0.344 547.0 0.089 59856 9625
EE-29 1243.5 0.346 550.1 0.089 59793 9615
EE-30 1247.0 1.968 459.8 0.502 49909 8026
EE-31 1259.9 0.345 553.0 0.087 59720 9603
EE-32 1268.7 1.848 463.1 0.464 49840 8015
EE-33 1276.3 0.337 556.0 0.084 59656 9593
EE-34 1289.3 1.723 466.4 0.425 49786 8006
EE-35 1292.5 0.451 558.3 0.111 59525 9572
EE-36 1308.2 1.417 528.2 0.345 55979 9002
EE-37 1309.4 0.796 495.6 0.193 52493 8441
EE-38 1324.2 0.296 553.3 0.071 58282 9372
EE-39 1328.9 1.217 483.4 0.292 50822 8173
EE-40 1340.1 0.414 558.1 0.098 58432 9396
EE-41 1349.0 1.878 495.3 0.443 51687 8312
EE-42 1356.8 1.078 557.7 0.253 58031 9332
EE-43 1371.8 1.949 527.9 0.452 54691 8795
EE-44 1375.3 1.421 537.3 0.329 55532 8930
EE-45 1387.5 0.206 558.2 0.047 57442 9237
EE-46 1396.5 0.482 529.8 0.110 54342 8739
EE-47 1405.5 0.263 561.0 0.060 57364 9225
EE-48 1418.3 0.318 556.9 0.071 56702 9118
EE-49 1426.9 1.347 547.3 0.301 55553 8933
EE-50 1445.2 1.462 569.8 0.322 57630 9267
