EE-1 583.9 10.5 261.772 41522 6677 3.11
EE-2 616.3 11.5 273.327 42200 6786 3.12
EE-3 643.6 12.4 282.921 42747 6874 3.13
EE-4 668.1 12.9 291.724 43221 6950 3.06
EE-5 691.1 13.4 299.293 43639 7017 2.10
EE-6 712.8 13.8 306.701 44033 7081 2.93
EE-7 733.5 13.9 313.638 44387 7138 2.80
EE-8 753.6 13.8 320.274 44719 7191 2.65
EE-9 773.0 13.7 326.604 45026 7240 2.51
EE-10 792.0 13.5 332.787 45326 7289 2.38
EE-11 810.5 13.4 338.563 45583 7330 2.26
EE-12 828.6 13.3 344.435 45863 7375 2.18
EE-13 846.5 13.4 349.954 46104 7414 2.10
EE-14 864.0 14.1 355.295 46330 7450 2.13
EE-15 881.3 15.1 360.780 46581 7491 2.21
EE-16 882.5 29.1 254.527 32840 5281 2.10
EE-17 898.4 16.8 365.974 46800 7526 2.38
EE-18 913.0 31.9 261.569 33180 5335 3.10
EE-19 915.3 18.9 370.848 46984 7555 2.59
EE-20 932.0 21.9 375.812 47185 7588 2.91
EE-21 938.5 34.3 267.333 33448 5379 3.18
EE-22 948.5 25.3 380.618 47371 7618 3.26
EE-23 961.3 37.9 272.520 33690 5417 3.37
EE-24 964.8 28.4 384.679 47470 7633 3.54
EE-25 980.8 29.2 383.238 46904 7542 3.47
EE-26 982.5 40.1 279.893 34226 5504 3.48
EE-27 996.6 38.5 385.068 46754 7518 4.43
EE-28 1002.6 49.2 286.820 34720 5583 4.15
EE-29 1012.2 64.6 385.572 46453 7470 7.15
EE-30 1022.1 69.3 307.942 36919 5937 5.98
EE-31 1028.6 9.3 381.324 45572 7328 0.98
EE-32 1040.8 8.3 355.246 42206 6787 0.79
EE-33 1047.6 36.6 358.720 42481 6831 3.46
EE-34 1058.8 46.3 388.372 45749 7357 4.62
EE-35 1068.6 58.3 365.915 42904 6899 5.35
EE-36 1077.5 108.6 393.742 45977 7393 10.50
EE-37 1088.9 111.6 396.565 46063 7407 10.58
EE-38 1098.5 75.6 391.580 45286 7282 6.93
EE-39 1108.4 58.2 411.003 47318 7609 5.48
EE-40 1119.7 55.1 411.855 47177 7586 5.07
EE-41 1129.6 19.3 412.855 47084 7571 1.74
EE-42 1139.9 1.1 425.897 48352 7775 0.10
EE-43 1151.1 2.8 428.755 48438 7789 0.25
EE-44 1161.4 22.8 430.969 48472 7795 2.00
EE-45 1171.6 37.4 442.776 49583 7973 3.30
EE-46 1182.2 8.7 540.158 60215 9683 0.92
EE-47 1183.9 60.6 552.065 61500 9890 6.49
EE-48 1193.7 80.8 449.075 49820 8011 6.90
EE-49 1204.1 120.5 457.165 50499 8121 10.25
EE-50 1215.2 116.5 462.594 50865 8179 9.80
