EE-1 1464.6 0.17 244.7 24509 3941 4.80
EE-2 1465.9 0.40 245.2 24550 3948 11.15
EE-3 1468.1 1.91 246.1 24618 3958 53.38
EE-4 1471.1 0.71 247.3 24714 3974 19.81
EE-5 1475.0 6.79 248.9 24837 3994 189.27
EE-6 1479.7 0.03 250.8 24987 4018 0.91
EE-7 1485.3 13.33 253.0 25163 4046 371.46
EE-8 1491.7 4.28 255.6 25366 4079 119.15
EE-9 1498.9 10.78 258.5 25596 4116 300.04
EE-10 1506.9 24.19 261.8 25851 4157 672.68
EE-11 1515.7 0.09 265.4 26133 4202 2.45
EE-12 1525.3 34.31 269.4 26439 4251 952.08
EE-13 1535.7 27.79 273.7 26771 4305 770.41
EE-14 1546.8 2.65 278.3 27127 4362 73.49
EE-15 1558.6 57.50 283.3 27507 4423 1589.94
EE-16 1571.1 40.96 288.6 27910 4488 1130.94
EE-17 1584.4 1.54 294.3 28336 4556 42.43
EE-18 1598.2 70.49 300.2 28785 4629 1940.03
EE-19 1612.8 80.82 306.5 29255 4704 2219.85
EE-20 1628.0 5.56 313.1 29746 4783 152.32
EE-21 1643.7 43.89 320.0 30257 4865 1200.28
EE-22 1660.1 129.43 327.3 30787 4951 3531.26
EE-23 1677.1 76.29 334.8 31335 5039 2075.94
EE-24 1694.6 0.39 342.6 31901 5130 10.50
EE-25 1712.6 73.82 350.7 32483 5223 1996.45
EE-26 1731.1 172.18 359.1 33080 5319 4641.43
EE-27 1750.1 119.11 367.7 33691 5418 3199.79
EE-28 1769.6 10.61 376.6 34314 5518 284.04
EE-29 1789.6 38.26 385.7 34948 5620 1019.72
EE-30 1809.9 171.11 395.0 35592 5723 4539.97
EE-31 1830.7 217.59 404.6 36243 5828 5746.53
EE-32 1851.9 116.28 414.3 36900 5934 3055.70
EE-33 1873.4 8.55 424.1 37560 6040 223.56
EE-34 1895.3 35.87 434.1 38222 6146 932.05
EE-35 1917.5 168.09 444.2 38882 6252 4341.09
EE-36 1940.0 259.10 454.3 39537 6358 6647.86
EE-37 1962.8 218.59 464.5 40184 6462 5568.34
EE-38 1985.9 94.18 474.6 40817 6564 2380.83
EE-39 2009.2 5.71 484.5 41428 6662 143.03
EE-40 2032.7 29.80 494.1 42005 6755 739.80
EE-41 2056.5 146.17 503.1 42526 6838 3589.39
EE-42 2080.4 269.45 511.0 42943 6905 6529.24
EE-43 2104.3 318.11 516.1 43125 6935 7566.55
EE-44 2128.1 263.82 510.5 42419 6821 6034.87
EE-45 2143.0 0.04 244.9 20275 3260 0.42
EE-46 2144.0 2.81 246.0 20360 3274 30.39
EE-47 2145.7 0.71 248.7 20582 3309 7.78
EE-48 2147.9 25.17 258.6 21385 3439 284.93
EE-49 2150.3 40.49 300.9 24871 3999 531.91
EE-50 2152.5 62.34 301.1 24878 4000 817.43
EE-51 2155.7 16.37 265.9 21951 3530 188.83
EE-52 2159.9 4.11 258.9 21355 3434 45.90
EE-53 2164.8 13.14 260.3 21443 3448 146.84
EE-54 2170.1 18.78 271.0 22299 3586 217.20
EE-55 2175.0 3.18 313.2 25740 4139 42.26
EE-56 2179.3 40.85 310.7 25514 4103 535.97
EE-57 2185.1 10.16 278.8 22864 3676 118.86
EE-58 2191.9 19.68 279.2 22854 3675 228.59
EE-59 2198.6 8.52 309.6 25306 4069 108.89
EE-60 2204.2 44.09 333.2 27200 4374 602.83
