name	halfgap[m]	nsigma
TCL.5R1.B1 	0.00306250482941 	10.4
TCTH.4L2.B1 	0.00252951120044 	8.59
TDI.4L2.B1 	0.196 	932.0
TCTVB.4L2 	0.00589713544264 	8.59
TCLIA.4R2 	0.256 	932.0
TCLIB.6R2.B1 	0.181 	932.0
TCP.6L3.B1 	0.00456431008229 	15.5
TCSG.5L3.B1 	0.00547717209875 	18.6
TCSG.4R3.B1 	0.00547717209875 	18.6
TCSG.A5R3.B1 	0.0057793945276 	18.6
TCSG.B5R3.B1 	0.0059327592545 	18.6
TCLA.A5R3.B1 	0.0142107920445 	20.7
TCLA.B5R3.B1 	0.00609556249699 	20.7
TCLA.6R3.B1 	0.00609556249699 	20.7
TCLA.7R3.B1 	0.00609556249699 	20.7
TCTH.4L5.B1 	0.00252951120044 	8.59
TCTVA.4L5.B1 	0.00589713544264 	8.59
TCL.5R5.B1 	0.00306250482941 	10.4
TCDQA.A4R6.B 	0.0024382249988 	8.28
TCDQA.B4R6.B 	0.0024382249988 	8.28
TCSG.4R6.B1 	0.00228509975733 	7.76
TCP.D6L7.B1 	0.00426323761336 	6.21
TCP.C6L7.B1 	0.0018286687491 	6.21
TCP.B6L7.B1 	0.00358133643215 	6.21
TCSG.A6L7.B1 	0.00353956390576 	7.25
TCSG.B5L7.B1 	0.00342185987895 	7.25
TCSG.A5L7.B1 	0.00362682506381 	7.25
TCSG.D4L7.B1 	0.00497720985827 	7.25
TCSG.B4L7.B1 	0.00213491923204 	7.25
TCSG.A4L7.B1 	0.00384793921789 	7.25
TCSG.A4R7.B1 	0.0038889331608 	7.25
TCSG.B5R7.B1 	0.00352028282792 	7.25
TCSG.D5R7.B1 	0.00411151268025 	7.25
TCSG.E5R7.B1 	0.00403081648081 	7.25
TCSG.6R7.B1 	0.00213528000786 	7.25
TCLA.A6R7.B1 	0.00713972160692 	10.4
TCLA.B6R7.B1 	0.00306250482941 	10.4
TCLA.C6R7.B1 	0.00713972160692 	10.4
TCLA.D6R7.B1 	0.00306250482941 	10.4
TCLA.A7R7.B1 	0.00306250482941 	10.4
TCRYO.8R7.B1 	0.00306250482941 	10.4
TCRYO.10R7.B 	0.00306250482941 	10.4
TCTH.4L8.B1 	0.00252951120044 	8.59
TCTVB.4L8 	0.00589713544264 	8.59
TCTH.4L1.B1 	0.00252951120044 	8.59
TCTVA.4L1.B1 	0.00589713544264 	8.59
