name	halfgap[m]	nsigma
TCL.5R1.B1 	0.00304111555152 	10.4
TCTH.4L2.B1 	0.00170825855934 	8.59
TDI.4L2.B1 	0.196 	932.0
TCTVB.4L2 	0.00491079376576 	8.59
TCLIA.4R2 	0.256 	932.0
TCLIB.6R2.B1 	0.181 	932.0
TCP.6L3.B1 	0.00400228871364 	15.5
TCSG.5L3.B1 	0.00308354103706 	18.6
TCSG.4R3.B1 	0.00214917641103 	18.6
TCSG.A5R3.B1 	0.00278988081493 	18.6
TCSG.B5R3.B1 	0.00315597493143 	18.6
TCLA.A5R3.B1 	0.00614920436654 	20.7
TCLA.B5R3.B1 	0.00577755367472 	20.7
TCLA.6R3.B1 	0.0052371998788 	20.7
TCLA.7R3.B1 	0.00384579897343 	20.7
TCTH.4L5.B1 	0.00766171659609 	8.59
TCTVA.4L5.B1 	0.00490029327832 	8.59
TCL.5R5.B1 	0.00304537110829 	10.4
TCDQA.A4R6.B 	0.00414518058907 	8.28
TCDQA.B4R6.B 	0.00419160853153 	8.28
TCSG.4R6.B1 	0.00398268786769 	7.76
TCP.D6L7.B1 	0.00143266468962 	6.21
TCP.C6L7.B1 	0.00213489409679 	6.21
TCP.B6L7.B1 	0.00176480380828 	6.21
TCSG.A6L7.B1 	0.00230449500451 	7.25
TCSG.B5L7.B1 	0.00252615918128 	7.25
TCSG.A5L7.B1 	0.00260937333039 	7.25
TCSG.D4L7.B1 	0.00221753234597 	7.25
TCSG.B4L7.B1 	0.0025081493773 	7.25
TCSG.A4L7.B1 	0.00233990260933 	7.25
TCSG.A4R7.B1 	0.00232259749269 	7.25
TCSG.B5R7.B1 	0.00214233113768 	7.25
TCSG.D5R7.B1 	0.0020250099519 	7.25
TCSG.E5R7.B1 	0.00207392731763 	7.25
TCSG.6R7.B1 	0.0029405404199 	7.25
TCLA.A6R7.B1 	0.0014495190088 	10.4
TCLA.B6R7.B1 	0.00255871393038 	10.4
TCLA.C6R7.B1 	0.00419548195116 	10.4
TCLA.D6R7.B1 	0.00132409345117 	10.4
TCLA.A7R7.B1 	0.00143325302864 	10.4
TCRYO.8R7.B1 	0.00135 		10.4
TCRYO.10R7.B 	0.00152 		10.4
TCTH.4L8.B1 	0.00190529746818 	8.59
TCTVB.4L8 	0.00203664947815 	8.59
TCTH.4L1.B1 	0.0076623428032 	8.59
TCTVA.4L1.B1 	0.00491079376576 	8.59
